Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
04/09/2015,Completed,04/17/2015,15-01228645,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",3338 N DAMEN AVE,60618,1162421.72739558,1922284.0199167,32,19,5,41.9424081972,-87.6784306932,"(41.94240819718597, -87.67843069322497)"
04/09/2015,Completed,04/14/2015,15-01216852,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",726 S MAY ST,60607,1168931.83996819,1896846.95000683,25,12,28,41.8724683755,-87.6552422601,"(41.87246837545165, -87.6552422600655)"
04/09/2015,Completed,04/16/2015,15-01222990,Rodent Baiting/Rat Complaint,2,4,1,Dispatch Crew,Inspected and baited,5227 W SCHUBERT AVE,60639,1141071.67442537,1917455.87897947,31,25,19,41.9295800838,-87.7570219001,"(41.92958008384467, -87.75702190005397)"
04/09/2015,Completed - Dup,04/13/2015,15-01231438,Rodent Baiting/Rat Complaint,,,,,,6010 W WAVELAND AVE,60634,1135641.68270359,1923982.65290183,38,16,17,41.9475886768,-87.7768202094,"(41.947588676784015, -87.77682020937037)"
04/09/2015,Completed,04/13/2015,15-01216754,Rodent Baiting/Rat Complaint,0,3,3,Dispatch Crew,Inspected and baited,3109 W 44TH ST,60632,1156334.21481707,1875302.15662797,14,9,58,41.8136107302,-87.702075185,"(41.81361073020614, -87.70207518499889)"
04/09/2015,Completed,04/15/2015,15-01216568,Rodent Baiting/Rat Complaint,1,0,4,Dispatch Crew,Inspected and baited,3505 W FIFTH AVE,60624,1153083.65008001,1898133.46110927,28,11,27,41.8763275173,-87.7133940528,"(41.87632751728843, -87.71339405280406)"
04/09/2015,Completed,04/13/2015,15-01217574,Rodent Baiting/Rat Complaint,6,5,4,Dispatch Crew,Inspected and baited,6545 N RICHMOND ST,60645,1155479.27289245,1943273.77470918,50,24,2,42.0001479724,-87.703380157,"(42.000147972435364, -87.70338015697594)"
04/09/2015,Completed,04/13/2015,15-01218560,Rodent Baiting/Rat Complaint,0,1,2,Dispatch Crew,Inspected and baited,1611 W GREGORY ST,60640,1164584.90591476,1936932.56990882,40,20,77,41.9825588106,-87.6700632873,"(41.98255881055029, -87.67006328733163)"
04/08/2015,Completed,04/13/2015,15-01206489,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,300 W 102ND ST,60628,1176088.01210964,1837299.54848937,9,5,49,41.7089061279,-87.6307556337,"(41.708906127932444, -87.63075563365835)"
04/08/2015,Completed,04/13/2015,15-01205969,Rodent Baiting/Rat Complaint,3,0,0,Dispatch Crew,Inspected and baited,3630 N NEVA AVE,60634,1127763.03631973,1923294.3631887,36,16,17,41.9458366513,-87.8057963261,"(41.94583665128484, -87.80579632608647)"
04/08/2015,Completed,04/14/2015,15-01208946,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",7348 S WOODLAWN AVE,60619,1185486.19471897,1856525.75567348,5,3,69,41.7614493351,-87.5957354858,"(41.76144933509052, -87.5957354857604)"
04/08/2015,Completed,04/15/2015,15-01202661,Rodent Baiting/Rat Complaint,2,3,10,Dispatch Crew,Inspected and baited,5044 W ERIE ST,60644,1142613.47368732,1903850.08757906,28,15,25,41.8922157276,-87.7516951949,"(41.8922157276403, -87.7516951949121)"
04/08/2015,Completed,04/14/2015,15-01205985,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,4512 W 55TH ST,60632,1147168.33373112,1867759.49396768,23,8,62,41.7930923538,-87.7358889732,"(41.793092353837345, -87.73588897321133)"
04/08/2015,Completed,04/13/2015,15-01210083,Rodent Baiting/Rat Complaint,6,5,4,Dispatch Crew,Inspected and baited,6539 N KEDZIE AVE,60645,1153853.20746907,1943179.42989923,50,24,2,41.9999217581,-87.7093646429,"(41.99992175814035, -87.70936464287415)"
04/08/2015,Completed,04/13/2015,15-01214601,Rodent Baiting/Rat Complaint,0,3,3,Dispatch Crew,Inspected and baited,4204 N DAMEN AVE,60618,1162259.38492877,1927936.87412902,47,19,5,41.95792333,-87.6788687206,"(41.95792333001473, -87.67886872059523)"
04/08/2015,Completed,04/13/2015,15-01206564,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,6428 N LEAVITT ST,60645,1160473.42489557,1942646.9166748,50,24,2,41.9983255585,-87.685025233,"(41.998325558474136, -87.68502523302521)"
04/08/2015,Completed,04/14/2015,15-01210920,Rodent Baiting/Rat Complaint,3,0,4,Dispatch Crew,Inspected and baited,4640 S LAVERGNE AVE,60638,1143806.00598448,1873403.74850646,23,8,56,41.8086445533,-87.7480775514,"(41.80864455327785, -87.74807755143577)"
04/08/2015,Completed,04/15/2015,15-01202659,Rodent Baiting/Rat Complaint,2,3,8,Dispatch Crew,Inspected and baited,5043 W ERIE ST,60644,1142620.17368732,1903850.18757906,28,15,25,41.8922158774,-87.7516705859,"(41.8922158774189, -87.75167058585379)"
04/08/2015,Completed,04/13/2015,15-01203953,Rodent Baiting/Rat Complaint,1,2,5,Dispatch Crew,Inspected and baited,6441 N WHIPPLE ST,60645,1154837.74773405,1942562.11579641,50,24,2,41.9982080765,-87.705759382,"(41.99820807647089, -87.70575938197315)"
04/08/2015,Completed,04/14/2015,15-01214025,Rodent Baiting/Rat Complaint,2,6,6,Dispatch Crew,Inspected and baited,4229 W ROSCOE ST,60641,1147451.44008509,1922263.5352089,30,17,16,41.9426526523,-87.7334541916,"(41.94265265228219, -87.73345419157606)"
04/08/2015,Completed,04/13/2015,15-01213820,Rodent Baiting/Rat Complaint,4,10,6,Dispatch Crew,Inspected and baited,1217 N GREENVIEW AVE,60642,1166170.91999373,1908199.87940501,1,14,24,41.9036810693,-87.6650541688,"(41.90368106925279, -87.66505416880666)"
04/08/2015,Completed,04/13/2015,15-01213890,Rodent Baiting/Rat Complaint,2,6,3,Dispatch Crew,Inspected and baited,8448 S KOSTNER AVE,60652,1148558.36269524,1848164.37656599,18,8,70,41.739293428,-87.731294739,"(41.7392934279889, -87.73129473902455)"
04/08/2015,Completed,04/14/2015,15-01203881,Rodent Baiting/Rat Complaint,1,7,1,Dispatch Crew,Inspected and baited,6619 S ASHLAND AVE,60636,1166810.55309421,1860823.96068252,17,7,67,41.7736632215,-87.6640606378,"(41.77366322148532, -87.66406063775264)"
04/08/2015,Completed,04/13/2015,15-01209776,Rodent Baiting/Rat Complaint,2,0,0,Dispatch Crew,Inspected and baited,1645 N SEDGWICK ST,60614,1173340.16392934,1911372.79007293,43,18,7,41.9122314192,-87.6386256811,"(41.912231419244705, -87.6386256810682)"
04/08/2015,Completed,04/13/2015,15-01208054,Rodent Baiting/Rat Complaint,0,2,1,Dispatch Crew,Inspected and baited,5911 N CAMPBELL AVE,60659,1158589.89907103,1939170.1496314,40,20,2,41.9888240968,-87.6920498905,"(41.988824096828935, -87.69204989048409)"
04/08/2015,Completed,04/13/2015,15-01207482,Rodent Baiting/Rat Complaint,1,4,4,Dispatch Crew,Inspected and baited,6122 N WINTHROP AVE,60660,1167752.365,1940749.68205,48,24,77,41.992965159,-87.6583035295,"(41.992965158965305, -87.65830352953607)"
04/08/2015,Completed,04/13/2015,15-01214535,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,5041 S ARTESIAN AVE,60632,1160882.64842371,1871178.10987794,14,9,63,41.8022009338,-87.6855051653,"(41.8022009338188, -87.68550516526808)"
04/08/2015,Completed,04/10/2015,15-01207156,Rodent Baiting/Rat Complaint,3,3,5,Dispatch Crew,Inspected and baited,3055 N LAKEWOOD AVE,60657,1167104.55136808,1920488.80706893,32,19,6,41.9373825824,-87.661270979,"(41.93738258235888, -87.66127097903397)"
04/08/2015,Completed,04/13/2015,15-01208531,Rodent Baiting/Rat Complaint,6,12,10,Dispatch Crew,Inspected and baited,2534 N BURLING ST,60614,1170845.02352079,1917085.46768558,43,19,7,41.9279623823,-87.6476242519,"(41.92796238231242, -87.64762425192518)"
04/08/2015,Completed,04/10/2015,15-01202177,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,2051 W BERWYN AVE,60625,1161701.28109192,1935188.18401642,40,20,4,41.9778329315,-87.6807174406,"(41.977832931516886, -87.68071744056908)"
04/08/2015,Completed,04/14/2015,15-01204873,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,6834 S JUSTINE ST,60636,1167182.33491854,1859405.84446898,17,7,67,41.7697637795,-87.6627382978,"(41.76976377949638, -87.66273829775413)"
04/08/2015,Completed,04/13/2015,15-01205614,Rodent Baiting/Rat Complaint,1,6,4,Dispatch Crew,Inspected and baited,2018 N SAWYER AVE,60647,1154185.6730785,1913316.08009173,35,14,22,41.9179681445,-87.7089420704,"(41.91796814449654, -87.70894207037827)"
04/08/2015,Completed,04/14/2015,15-01204289,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",8400 S ESCANABA AVE,60617,1196946.00003234,1849832.89009641,10,4,46,41.7428063044,-87.5539573224,"(41.74280630443615, -87.55395732244702)"
04/08/2015,Completed,04/13/2015,15-01204977,Rodent Baiting/Rat Complaint,1,2,2,Dispatch Crew,Inspected and baited,7450 S DR MARTIN LUTHER KING JR DR,60619,1180188.97138649,1856038.12279318,6,3,69,41.7602342197,-87.6151650089,"(41.76023421972634, -87.61516500885841)"
04/08/2015,Completed,04/14/2015,15-01205014,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,1521 N NORTH PARK AVE,60610,1173893.31051606,1910470.48401563,27,18,8,41.9097431361,-87.6366205193,"(41.909743136093105, -87.63662051930812)"
04/08/2015,Completed,04/13/2015,15-01205389,Rodent Baiting/Rat Complaint,0,8,0,Dispatch Crew,Inspected and baited,2987 S LYMAN ST,60608,1168982.50737395,1885009.7639755,11,9,60,41.839985036,-87.655399374,"(41.83998503596451, -87.65539937403548)"
04/08/2015,Completed,04/14/2015,15-01200806,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,7108 S ABERDEEN ST,60621,1170211.41091745,1857673.59529823,17,7,68,41.764944925,-87.6516853558,"(41.76494492498165, -87.6516853558451)"
04/08/2015,Completed,04/13/2015,15-01203967,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,Inspected and baited,4239 N ASHLAND AVE,60613,1164894.49778674,1928227.88460001,47,19,6,41.9586662425,-87.6691728664,"(41.95866624248071, -87.6691728664385)"
04/08/2015,Completed,04/14/2015,15-01206848,Rodent Baiting/Rat Complaint,0,6,2,Dispatch Crew,Inspected and baited,945 W MONROE ST,60607,1170043.30152755,1899755.63402618,2,12,28,41.8804258491,-87.6510767288,"(41.88042584912132, -87.65107672880735)"
04/08/2015,Completed,04/10/2015,15-01206742,Rodent Baiting/Rat Complaint,4,5,4,Dispatch Crew,Inspected and baited,6428 N LEAVITT ST,60645,1160473.42489557,1942646.9166748,50,24,2,41.9983255585,-87.685025233,"(41.998325558474136, -87.68502523302521)"
04/08/2015,Completed,04/14/2015,15-01200812,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,1115 W 71ST ST,60621,1170050.41091745,1857722.29529823,17,7,68,41.7650820636,-87.6522740534,"(41.76508206359913, -87.65227405337498)"
04/08/2015,Completed,04/13/2015,15-01204889,Rodent Baiting/Rat Complaint,5,8,10,Dispatch Crew,Inspected and baited,3801 N LAKEWOOD AVE,60613,1166948.5549181,1925460.12856912,44,19,6,41.9510274726,-87.661701131,"(41.95102747261881, -87.66170113097589)"
04/08/2015,Completed,04/13/2015,15-01201074,Rodent Baiting/Rat Complaint,0,1,4,Dispatch Crew,Inspected and baited,5242 W GIDDINGS ST,60630,1140573.00708116,1931001.6598728,45,16,15,41.9667601749,-87.7585205562,"(41.96676017494039, -87.7585205561947)"
04/08/2015,Completed,04/14/2015,15-01214100,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,1376 W CRYSTAL ST,60642,1166988.82641046,1908486.60300623,32,14,24,41.9044503339,-87.6620415794,"(41.90445033387077, -87.66204157943179)"
04/08/2015,Completed,04/13/2015,15-01205005,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2922 N TALMAN AVE,60618,1158203.09010622,1919308.58097539,1,14,21,41.9343307906,-87.6940176771,"(41.93433079060635, -87.69401767709401)"
04/08/2015,Completed,04/14/2015,15-01205356,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,6628 S LOOMIS BLVD,60636,1168136.11729285,1860798.34991348,17,7,67,41.7735645319,-87.6592021369,"(41.773564531906196, -87.65920213693555)"
04/08/2015,Completed,04/13/2015,15-01214502,Rodent Baiting/Rat Complaint,2,3,2,Dispatch Crew,Inspected and baited,3729 N KENMORE AVE,60613,1168609.08993083,1924965.19292788,44,19,6,41.9496334792,-87.6556115078,"(41.94963347923571, -87.65561150779334)"
04/08/2015,Completed,04/15/2015,15-01202682,Rodent Baiting/Rat Complaint,2,3,10,Dispatch Crew,Inspected and baited,5048 W ERIE ST,60644,1142586.57368732,1903849.58757906,28,15,25,41.8922148559,-87.7517940009,"(41.8922148559212, -87.75179400089621)"
04/08/2015,Completed,04/13/2015,15-01205951,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,5515 S KENNETH AVE,60629,1147634.33400373,1867668.72060689,13,8,62,41.7928343579,-87.7341824947,"(41.79283435788516, -87.73418249468588)"
04/08/2015,Completed,04/13/2015,15-01203572,Rodent Baiting/Rat Complaint,0,2,3,Dispatch Crew,Inspected and baited,1606 W CARMEN AVE,60640,1164698.87417707,1933937.40012348,47,20,3,41.9743375397,-87.6697294777,"(41.97433753971831, -87.66972947765981)"
04/08/2015,Completed,04/13/2015,15-01214526,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2907 W COYLE AVE,60645,1155743.9100966,1945956.48572362,50,24,2,42.0075040913,-87.7023338773,"(42.00750409132732, -87.70233387727086)"
04/08/2015,Completed - Dup,04/14/2015,15-01214120,Rodent Baiting/Rat Complaint,,,,,,1376 W CRYSTAL ST,60642,1166988.82641046,1908486.60300623,32,14,24,41.9044503339,-87.6620415794,"(41.90445033387077, -87.66204157943179)"
04/08/2015,Completed,04/13/2015,15-01206412,Rodent Baiting/Rat Complaint,2,3,3,Dispatch Crew,Inspected and baited,2543 W HOMER ST,60647,1159101.28280036,1912868.0344313,1,14,22,41.9166390456,-87.6908941556,"(41.91663904564657, -87.69089415558288)"
04/08/2015,Completed,04/13/2015,15-01210067,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,3916 N NORA AVE,60634,1128700.23440071,1925230.70780066,38,16,17,41.9511343236,-87.8023073419,"(41.951134323611626, -87.80230734187991)"
04/08/2015,Completed,04/13/2015,15-01203094,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,6343 W MELROSE ST,60634,1133531.23517502,1920932.71932405,36,16,17,41.9392566655,-87.7846495923,"(41.939256665466345, -87.78464959226795)"
04/08/2015,Completed,04/10/2015,15-01201226,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1467 N MILWAUKEE AVE,60622,1163810.96126805,1909739.33160469,1,14,24,41.9079555577,-87.6736793383,"(41.90795555766111, -87.67367933832591)"
04/08/2015,Completed,04/13/2015,15-01205606,Rodent Baiting/Rat Complaint,0,8,0,Dispatch Crew,Inspected and baited,2985 S LYMAN ST,60608,1168994.00737395,1885017.2639755,11,9,60,41.8400053676,-87.6553569568,"(41.84000536756916, -87.65535695677923)"
04/08/2015,Completed,04/14/2015,15-01210861,Rodent Baiting/Rat Complaint,0,8,0,Dispatch Crew,Inspected and baited,6746 S MAY ST,60621,1169813.69412694,1860061.08122743,17,7,68,41.771505126,-87.6530738907,"(41.77150512603789, -87.6530738907021)"
04/08/2015,Completed,04/13/2015,15-01209065,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,"Area inspected, no cause and no baiting",710 W JUNIOR TER,60613,1170722.82678344,1929121.41266583,46,19,3,41.9609921557,-87.6477195141,"(41.96099215565637, -87.64771951408025)"
04/08/2015,Completed,04/13/2015,15-01212678,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,6633 N SEELEY AVE,60645,1161430.08049737,1944055.20940872,50,24,2,42.0021700269,-87.6814665723,"(42.00217002685054, -87.68146657234423)"
04/08/2015,Completed,04/14/2015,15-01205968,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,312 N FRANCISCO AVE,60612,1157001.0133075,1901998.92270132,27,12,27,41.886856173,-87.6989058321,"(41.88685617298751, -87.69890583205694)"
04/08/2015,Completed,04/14/2015,15-01200798,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,1111 W 71ST ST,60621,1170093.01091745,1857723.59529823,17,7,68,41.7650847053,-87.6521178742,"(41.76508470526107, -87.65211787416968)"
04/08/2015,Completed,04/13/2015,15-01214402,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1449 N LOTUS AVE,60651,1139747.77998456,1909107.99769956,37,25,25,41.9066968876,-87.7620912416,"(41.906696887629195, -87.76209124159134)"
04/08/2015,Completed,04/13/2015,15-01209526,Rodent Baiting/Rat Complaint,2,3,1,Dispatch Crew,Inspected and baited,6809 W IRVING PARK RD,60634,1130242.70919302,1925826.50459842,38,16,17,41.9527428904,-87.7966234405,"(41.95274289042737, -87.79662344048066)"
04/08/2015,Completed,04/13/2015,15-01205126,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,2342 W PETERSON AVE,60659,1159513.30011633,1939793.60569179,40,24,2,41.9905158611,-87.6886362414,"(41.99051586114387, -87.68863624136773)"
04/08/2015,Completed - Dup,04/08/2015,15-01208122,Rodent Baiting/Rat Complaint,,,,,,2630 N MOZART ST,60647,1156925.03538093,1917430.79287986,35,14,22,41.9292040606,-87.6987656041,"(41.92920406056073, -87.69876560406189)"
04/08/2015,Completed,04/14/2015,15-01206428,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,2432 N ASHLAND AVE,60614,1165257.02328675,1916365.48007931,32,19,7,41.9261074867,-87.6681784919,"(41.926107486727545, -87.66817849192502)"
04/08/2015,Completed,04/10/2015,15-01205328,Rodent Baiting/Rat Complaint,1,6,2,Dispatch Crew,Inspected and baited,1949 W HURON ST,60622,1163281.2739809,1904691.22820302,1,12,24,41.8941143465,-87.6757672695,"(41.89411434653503, -87.6757672695048)"
04/08/2015,Completed,04/13/2015,15-01211181,Rodent Baiting/Rat Complaint,8,9,10,Dispatch Crew,Inspected and baited,1450 W POTOMAC AVE,60642,1166396.57432186,1908750.0019759,1,14,24,41.9051858154,-87.6642095291,"(41.90518581542925, -87.66420952913883)"
04/08/2015,Completed,04/14/2015,15-01209440,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,4510 N SACRAMENTO AVE,60625,1155568.17166594,1929815.69749412,33,17,14,41.9632165292,-87.7034172184,"(41.963216529241066, -87.70341721844102)"
04/08/2015,Completed,04/13/2015,15-01214331,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2929 W COYLE AVE,60645,1155600.2100966,1945951.28572362,50,24,2,42.0074927274,-87.702862721,"(42.00749272744122, -87.70286272098137)"
04/08/2015,Completed,04/14/2015,15-01206876,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2133 N OAKLEY AVE,60647,1160677.33008425,1914379.6180294,32,14,22,41.9207543962,-87.6850618131,"(41.9207543961552, -87.68506181314127)"
04/08/2015,Completed,04/13/2015,15-01212361,Rodent Baiting/Rat Complaint,0,8,0,Dispatch Crew,Inspected and baited,5234 S CARPENTER ST,60609,1170202.08331295,1870099.81707998,16,9,61,41.7990441488,-87.6513583158,"(41.799044148844764, -87.65135831579923)"
04/08/2015,Completed,04/14/2015,15-01203239,Rodent Baiting/Rat Complaint,1,1,2,Dispatch Crew,Inspected and baited,1201 W 96TH ST,60643,1170008.1939976,1841004.20387667,21,22,73,41.7192062322,-87.6529132985,"(41.719206232170215, -87.65291329853768)"
04/08/2015,Completed - Dup,04/10/2015,15-01211472,Rodent Baiting/Rat Complaint,,,,,,2139 W BERWYN AVE,60625,1161116.88109192,1935173.38401642,40,20,4,41.977804517,-87.6828669786,"(41.9778045169866, -87.68286697861012)"
04/07/2015,Completed,04/13/2015,15-01192046,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,2004 W CHASE AVE,60645,1161626.70470783,1948369.12998,49,24,1,42.0140034272,-87.6806222137,"(42.014003427196016, -87.68062221371699)"
04/07/2015,Completed,04/13/2015,15-01197277,Rodent Baiting/Rat Complaint,6,4,7,Dispatch Crew,Inspected and baited,3132 N CLARK ST,60657,1170382.18126979,1920799.25078473,44,19,6,41.9381633126,-87.649216118,"(41.93816331262415, -87.64921611796137)"
04/07/2015,Completed,04/13/2015,15-01189354,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,6100 S STATE ST,60621,1177321.59392599,1864570.35012814,20,3,40,41.7837127806,-87.6254165337,"(41.783712780605406, -87.62541653367163)"
04/07/2015,Completed,04/13/2015,15-01192012,Rodent Baiting/Rat Complaint,3,4,4,Dispatch Crew,Inspected and baited,1707 N FREMONT ST,60614,1170032.47009309,1911599.80627922,43,18,7,41.9129272385,-87.6507705031,"(41.91292723852284, -87.6507705030803)"
